appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
1563800,Traffic City,ChangeMe,ChangeMe,21,7,0,"100,000 .. 200,000",0,0,0,0,59,99,40,1,"English, French, Italian, German, Spanish - Spain, Danish, Ukrainian, Russian, Bulgarian, Hungarian, Turkish, Greek, Norwegian, Czech, Japanese, Polish, Thai, Swedish, Simplified Chinese, Traditional Chinese, Romanian, Finnish, Dutch, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Vietnamese, Arabic, Korean","Action, Adventure, Casual, Indie, Racing, Simulation, Sports","Racing, Driving, Automobile Sim, Moddable, Level Editor, Physics, Sports, Survival Horror, Controller, Immersive Sim, Open World, Retro, Realistic, Family Friendly, Arcade, Offroad, Old School, Combat Racing, Transportation, Singleplayer"
1468040,Elmarion: Dragon's Princess,Fleon Games,Fleon Games,54,15,0,"100,000 .. 200,000",0,0,0,0,549,1099,50,1,"English, French, German, Russian, Japanese","Adventure, Indie, RPG, Simulation","Adventure, RPG, Dragons, Simulation, Flight, Fantasy, Action-Adventure, Action RPG, Character Action Game, 3D, CRPG, Top-Down, Third Person, Hand-drawn, Medieval, Singleplayer, Linear, Indie"
453670,The Lost Souls,GDNomaD,GDNomaD,79,92,0,"100,000 .. 200,000",242,0,244,0,49,99,51,1,English,Indie,"Indie, Horror, First-Person, Gothic, Story Rich, Puzzle, Short, Walking Simulator, Exploration, 3D, Minimalist, Atmospheric, Psychological Horror, Narration, Singleplayer, Action, Multiplayer, Female Protagonist, Open World, Point & Click"
390880,Redemption: Eternal Quest,SimProse Studios,Trinity Project,53,61,0,"50,000 .. 100,000",214,0,206,0,49,99,51,1,English,"Casual, Indie, RPG, Strategy","Casual, RPG, Indie, Strategy, Turn-Based, Management, Simulation, Turn-Based Strategy, Replay Value, Strategy RPG, Party-Based RPG"
1995110,Slime Dungeon,Irinkutor,kovalevviktor,12,4,0,"100,000 .. 200,000",0,0,0,0,249,2499,90,1,English,Indie,"Puzzle, 2D, Pixel Graphics, Demons, Adventure, Singleplayer, Indie"
486480,Tales of Destruction,Tero Lunkka,Tero Lunkka,35,117,0,"100,000 .. 200,000",235,0,234,0,51,199,74,1,English,"Action, Indie","Indie, Action, FPS"
358930,Star Control III,Legend Entertainment,Stardock Entertainment,14,13,0,"20,000 .. 50,000",0,0,0,0,199,399,50,1,English,"Action, Adventure, Indie, Strategy","Third-Person Shooter, PvP, PvE, Action RPG, Action-Adventure, Third Person, 3D, Vehicular Combat, FMV, Story Rich, Exploration, Action, Space, Sci-fi, Building, Adventure, Retro, Futuristic, Combat, Singleplayer"
528820,Eisenwald: Blood of November,Aterdux Entertainment,Aterdux Entertainment,82,76,0,"100,000 .. 200,000",63,0,63,0,269,899,70,1,"English, German, Russian, French, Italian, Spanish - Spain","Adventure, Indie, RPG, Strategy","Turn-Based, Strategy RPG, Medieval, Tactical, RPG, Strategy, CRPG, Turn-Based Strategy, Third Person, 3D, Parody , Turn-Based Combat, Turn-Based Tactics, Sandbox, Open World, Adventure, Singleplayer, Indie, Sequel, Politics"
863940,Treasure Adventure Game,Robit Games,Robit Games,25,3,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1,English,"Action, Adventure, Free to Play, Indie","Metroidvania, 2D Platformer, Action, Puzzle-Platformer, Platformer, 2D, Adventure, Controller, Nonlinear, Open World, Cartoony, Pixel Graphics, Indie, Free to Play, Family Friendly, Fantasy, Singleplayer"
370700,Black Home,Warfare Studios,Aldorlea Games,49,19,0,"20,000 .. 50,000",65,0,65,0,49,499,90,1,English,"Adventure, Casual, Indie, RPG","RPG, Indie, Adventure, Casual, RPGMaker, Female Protagonist, Turn-Based, Story Rich, Horror"
980730,Underlight,"KoiWare, LLC","KoiWare, LLC",63,37,0,"100,000 .. 200,000",0,0,0,0,0,0,0,1,English,"Free to Play, Massively Multiplayer, RPG","1990's, MMORPG, Massively Multiplayer, Retro, Fantasy, RPG, PvE, PvP, Free to Play, Adventure, Action, Action RPG, 3D Platformer, 3D, Multiplayer, Dungeons & Dragons, Indie, Gaming, Turn-Based Combat, Combat"
