appid,name,developer,publisher,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
734550,Wheel Riders Online OBT,Raum Studio,Raum Studio,67,190,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Russian","Action, Free to Play, Massively Multiplayer, Racing","Free to Play, Racing, Action, Massively Multiplayer, Open World"
511630,"Max, an Autistic Journey",Professional Imagination,GPAC,78,17,0,"50,000 .. 100,000",87,0,87,0,249,499,50,0,English,"Indie, RPG","RPG, Indie, RPGMaker"
906790,Gaia,Eternal Stardust Studios,Eternal Stardust Studios,54,34,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,0,"English, French, German, Italian, Spanish - Spain, Romanian, Russian","Action, Adventure, Indie, RPG, Simulation, Strategy","Base-Building, Open World Survival Craft, Exploration, Procedural Generation, Adventure, RPG, Action, Simulation, Flight, Survival, Strategy, Open World, Building, Sandbox, Sci-fi, Female Protagonist, Underwater, Atmospheric, Character Customization, Indie"
1434470,RagDoll MadDoll,Team Booky,Dystopian Edge Publishing,0,1,0,"50,000 .. 100,000",0,0,0,0,124,499,75,0,English,"Action, Adventure, Casual, Indie, Simulation, Sports, Strategy","Action, Adventure, Casual, Simulation, Sports, Strategy, Arcade, Board Game, Exploration, Pinball, Platformer, 3D Platformer, Point & Click, Collectathon, Puzzle-Platformer, Side Scroller, 2D, 3D, Isometric, Stylized"
290650,Time Ramesside (A New Reckoning),Panzer Gaming Studios,Panzer Gaming Studios,68,294,0,"50,000 .. 100,000",260,0,307,0,49,499,90,0,English,"Action, Adventure, Casual, Indie, RPG","Indie, Action, Casual, Adventure, RPG, Zombies, Shooter, FPS, Horror, Survival Horror, Early Access, Singleplayer, Survival"
496440,The Challenge,Atum Software,Sometimes You,23,38,0,"50,000 .. 100,000",257,0,257,0,329,1099,70,0,"English, Russian","Adventure, Indie, Early Access","Indie, Adventure, Early Access, Time Travel"
1565090,GearHead Caramel,Joseph Hewitt,Joseph Warwick Victor Hewitt,12,1,0,"50,000 .. 100,000",0,0,0,0,579,999,42,0,English,"Indie, RPG, Strategy","RPG, Strategy, Rogue-like, Strategy RPG, Mechs, CRPG, Tactical RPG, Turn-Based Tactics, 2D, Colorful, Isometric, Futuristic, Post-apocalyptic, Procedural Generation, Character Customization, Robots, Turn-Based Combat, Choices Matter, Conversation, Sci-fi"
1880960,Running on Empty,T.F.A.N.C.S.,T.F.A.N.C.S.,6,0,0,"50,000 .. 100,000",0,0,0,0,239,299,20,0,English,"Adventure, Casual, Indie, RPG, Simulation","RPG, 1990's, Retro, Pixel Graphics, Arcade, Rogue-lite, Shooter, Minimalist, Resource Management, Perma Death, Post-apocalyptic, Cartoon, 2D, Rogue-like, Survival, Trading, Singleplayer, Nonlinear, Adventure, Simulation"
850500,Slum Ball VR Tournament,U24 Solutions,U24 Solutions,39,4,0,"50,000 .. 100,000",93,0,60,0,1499,1499,0,0,English,"Casual, Indie, Simulation, Sports","Indie, Casual, Simulation, Sports, VR"
571340,Seeking Evil: The Wendigo,Copybugpaste,Copybugpaste,35,29,0,"0 .. 20,000",81,0,108,0,249,499,50,0,English,"Action, Adventure, Indie","Exploration, Action-Adventure, RPG, VR, 3D, First-Person, Dark Humor, Horror, Psychological Horror, Surreal, Controller, Open World, Action, Demons, Fantasy, Mythology, Stealth, Thriller, Werewolves, Mystery"
1917760,Through the Kill Screen,James K. Isaac,James K. Isaac,25,1,0,"50,000 .. 100,000",0,0,0,0,299,599,50,0,English,"Adventure, Indie, RPG","Horror, Dark Comedy, 1980s, RPG, JRPG, Party-Based RPG, 2D, Choices Matter, Multiple Endings, Story Rich, Cartoony, Colorful, Artificial Intelligence, Atmospheric, Adventure, Mystery, Cartoon, Aliens, Conspiracy, Singleplayer"
542790,RacetronicVR,Charles Cochrane,Charles Cochrane,2,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,Racing,"VR, Racing, Shooter, Free to Play, Singleplayer, Action, Driving, Combat Racing, Minimalist, Sci-fi, Space, Automobile Sim, Indie"
521590,Subterra,Warfare Studios,Senpai Studios,70,36,0,"50,000 .. 100,000",140,0,148,0,54,499,89,0,English,"Action, Adventure, Indie, RPG","RPG, Anime, Action, Adventure, Indie, RPGMaker, Nudity, Sexual Content, 2D, Singleplayer, Pixel Graphics"
2196150,Castle Defense Battles,Boogygames Studios,Boogygames Studios,1,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,"Action, Adventure, Casual, Indie, Strategy","Strategy, Casual, Tower Defense, Singleplayer, Difficult, 2D, Action, Medieval, Magic, Tactical, Dark Fantasy, Military, Fantasy, Loot, Demons, Point & Click, Assassin, War, Adventure, Action Roguelike"
667360,Hooligan Vasja: Christmas,Trident Game Studio,Trident Game Studio,23,39,0,"50,000 .. 100,000",1,0,1,0,99,99,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Dutch, Polish, Russian, Turkish, Ukrainian","Action, Casual, Indie","Action, Indie, Casual"
379290,Sumo Revise,"John Szymanski, Evan Szymanski, David Szymanski",John Szymanski,67,70,0,"50,000 .. 100,000",258,0,348,0,0,0,0,0,English,"Action, Casual, Free to Play, Indie, Sports","2D Fighter, Comedy, Stylized, Local Multiplayer, Action, Family Friendly, Pixel Graphics, Fighting, Arcade, e-sports, Free to Play, 2D Platformer, Side Scroller, Anime, Beat 'em up, Platformer, Controller, 2D, Abstract, Cartoony"
1423010,Zephyr,New World Computing,Ziggurat,1,0,0,"50,000 .. 100,000",0,0,0,0,454,699,35,0,English,"Action, Racing, Sports","Combat Racing, FPS, Pixel Graphics, Futuristic, Dystopian , Racing, Dark Humor, 1990's, Driving, Shooter, 3D, Action, Vehicular Combat, Cyberpunk, Sci-fi, Robots, Aliens, Destruction, Old School, Combat"
1408220,破坏效应,"9xgame, xStudios.net",9xgame,32,10,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese","Action, Free to Play, Massively Multiplayer, RPG","Real Time Tactics, RPG, MOBA, Action, Character Action Game, PvP, Action RPG, Massively Multiplayer, Post-apocalyptic, Steampunk, Free to Play, Fantasy, Robots, Combat, Comic Book, Multiplayer, Sci-fi, Cyberpunk, 3D"
34278,Sonic 3D Blast,SEGA,SEGA,13,3,0,"50,000 .. 100,000",0,0,0,0,124,499,75,0,English,,"Platformer, Singleplayer, Great Soundtrack, Retro, Classic, 3D Platformer, Isometric, Action, 2.5D, Family Friendly, Adventure, 1990's, 3D"
577890,Arena: Blood on the Sand VR,Random Bird Studio,Droid Riot,4,12,0,"50,000 .. 100,000",0,0,0,0,49,99,51,0,English,"Action, Indie, Simulation","Action, Indie, Simulation, Swordplay, Arena Shooter, Controller, VR"
624060,Shattered Steel,BioWare,Interplay Entertainment Corp.,6,1,0,"0 .. 20,000",0,0,0,0,799,999,20,0,English,"Action, Simulation","Action, Simulation, Mechs, Shooter, First-Person, Sci-fi, Futuristic, FPS, 3D, Space, 1990's, Atmospheric, Vehicular Combat, Multiplayer, Singleplayer, Level Editor, Robots, Combat, Aliens, Dystopian "
998340,DragonFang - Drahn's Mystery Dungeon,"Toydea, Degica",Degica,52,45,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Japanese","Free to Play, RPG","Free to Play, RPG, Rogue-like, JRPG, Turn-Based Strategy, Mystery Dungeon, Anime, Rogue-lite, Turn-Based Tactics, Casual, Indie, Singleplayer, Turn-Based Combat, Turn-Based, Fantasy"
1679060,NMDC,Paper Crown Studio,Paper Crown Studio,2,0,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0,"English, French, Italian, Spanish - Spain","Adventure, Free to Play, Indie, RPG, Simulation, Strategy, Early Access","Early Access, RPG, Party-Based RPG, Action RPG, Board Game, Sandbox, Rogue-like, Dungeon Crawler, Mystery Dungeon, CRPG, Immersive Sim, Choose Your Own Adventure, 3D, Isometric, Third Person, Atmospheric, Sci-fi, Fantasy, Magic, Game Development"
1446090,PAGO FOREST: DRAGON'S REVENGE,Futurtech,Nova's Army,14,0,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0,English,Indie,"Education, Spelling, Interactive Fiction, Story Rich, 3D, Visual Novel, Turn-Based Tactics, Word Game, Point & Click, Third Person, Text-Based, Cute, Swordplay, Dragons, Dynamic Narration, Romance, Turn-Based Combat, Narration, Choices Matter, Puzzle"
2182770,Escape From Zombies,BiKouZ,PINAL AGENCY,6,3,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0,"English, French","Action, Adventure, Massively Multiplayer, Simulation, Early Access","Early Access, Action, Co-op, Shooter, FPS, Survival, Zombies, Online Co-Op, Simulation, PvE, Multiplayer, Arcade, Arena Shooter, First-Person, War, Horror, Singleplayer, Survival Horror, Military, Mystery"
1577290,Bonegard,ImperiumGame,Gales Corp.,4,2,0,"50,000 .. 100,000",0,0,0,0,49,499,90,0,"English, Russian","Action, Indie","Singleplayer, 2D, Adventure, Indie, Pixel Graphics, Action, Medieval, Physics, Arena Shooter, Action-Adventure"
912590,The path to domination,Seaborgium Entertainment,"Seaborgium Entertainment, khukhrovr",16,12,0,"50,000 .. 100,000",0,0,0,0,28,99,72,0,"English, Russian","Adventure, Indie, RPG","Indie, RPG, Magic, Adventure, Singleplayer, Casual, Top-Down, RPGMaker"
1474000,Age of ilcoin VR : Retribution,"ILCOIN Development team, Focka Games",Focka Games,9,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Casual, Free to Play","Action, Casual, Adventure, Arcade, Shooter, Interactive Fiction, Twin Stick Shooter, Hero Shooter, Arena Shooter, On-Rails Shooter, Bullet Hell, 3D, Cinematic, FMV, First-Person, VR, Story Rich, Sci-fi, 1990's, Destruction"
1045850,The Walsingham Files - Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions,38,7,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Adventure, Casual, Free to Play, Indie","Horror, Investigation, Casual, Hidden Object, Exploration, Difficult, Point & Click, Female Protagonist, 2D, Noir, Third Person, Detective, Story Rich, Pixel Graphics, Cartoony, Crime, Military, Sci-fi, Mystery, Adventure"
373290,Stones of Sorrow,Cult Software,Cult Software,53,43,0,"50,000 .. 100,000",158,0,190,0,50,299,83,0,English,"Action, Indie, RPG","Action Roguelike, 4 Player Local, Blood, Dungeon Crawler, Rogue-lite, Local Co-Op, Procedural Generation, Horror, Gore, Dark, Atmospheric, Difficult, RPG, Action, Replay Value, Rogue-like, Survival, Violent, Controller, 2D"
1042910,Desdemona,Batuhan Guner,Batuhan Guner,4,8,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,English,"Action, Adventure, Indie, Early Access","Action, Indie, Horror, Thriller, Adventure, Puzzle, 3D, 3D Vision, First-Person, Supernatural, Mystery, Demons, Dark, Zombies, Stealth, PvE, Multiplayer, Co-op, Early Access, Online Co-Op"
42900,Hearts of Iron III: Semper Fi,Paradox Development Studio,Paradox Interactive,1,0,0,"50,000 .. 100,000",0,0,0,0,249,499,50,0,English,Strategy,"Strategy, Grand Strategy, World War II"
2103290,Anvil Life,Emre Bulut,Emre Bulut,3,1,0,"50,000 .. 100,000",0,0,0,0,209,299,30,0,English,"Casual, Indie, Strategy","Inventory Management, Loot, Economy, Resource Management, Tactical RPG, Female Protagonist, Hidden Object, Creature Collector, Sandbox, Strategy RPG, Life Sim, Character Customization, Strategy, RPG, Medieval, 3D, 3D Vision, Nonlinear, Text-Based, Gun Customization"
2203640,Breathspace,Mintuko Studios,DiOD™,12,0,0,"50,000 .. 100,000",0,0,0,0,59,99,40,0,English,Indie,"Hidden Object, 2D Fighter, 2D, Cute, Gun Customization, Casual, Pixel Graphics, Space, Indie, Combat, Aliens, Singleplayer"
518620,Ballistick,Bomb Shelter Games,Bomb Shelter Games,67,153,0,"50,000 .. 100,000",67,0,91,0,99,199,50,0,English,"Action, Indie","Action, Indie, Stealth, Side Scroller, Tactical"
1501760,Rogun Arena,Russian Implant Games,Russian Implant Games,2,0,0,"50,000 .. 100,000",0,0,0,0,799,799,0,0,"English, Russian, German","Action, Indie, Sports, Early Access","On-Rails Shooter, Arena Shooter, FPS, PvE, Arcade, e-sports, Action-Adventure, 3D, First-Person, Linear, Time Manipulation, Action, Atmospheric, Old School, Violent, Singleplayer, Indie, Early Access, Sports, Precision Platformer"
1726180,Old Gods,Poison Dart Frog,Poison Dart Frog,1,0,0,"50,000 .. 100,000",0,0,0,0,509,599,15,0,English,"Adventure, Indie, RPG, Early Access","Early Access, RPG, Adventure, Action RPG, CRPG, Party-Based RPG, Exploration, Mystery Dungeon, Pixel Graphics, Hand-drawn, Cute, 2D, Colorful, Controller, Atmospheric, Local Co-Op, Family Friendly, Fantasy, Historical, Comedy"
966420,Hell Breaker,bHaptics Inc.,bHaptics Inc.,6,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,Adventure,"Adventure, VR"
1988050,CAVE VR,"XJennyo, Tooth Lee, Yue, Nari",Sable Studio,1,1,0,"50,000 .. 100,000",0,0,0,0,699,699,0,0,"English, Traditional Chinese","Casual, Indie","Casual, Adventure, Puzzle, 3D Platformer, Puzzle-Platformer, Exploration, 3D, Realistic, First-Person, VR, Cinematic, Psychedelic, Fantasy, Mining, Relaxing, Alternate History, Atmospheric, Mythology, Magic, Linear"
1288330,XpCade,Gino Di Pierro,Gino Di Pierro,4,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,English,"Action, Simulation","Simulation, Arcade, 2D, First-Person, Atmospheric, Singleplayer, Action"
555660,Red Forest,BiscuitPlay,BiscuitPlay,82,136,0,"50,000 .. 100,000",258,0,274,0,499,499,0,0,English,"Action, Adventure, Indie","Indie, Multiplayer, Survival, Action, Adventure, Horror, Stealth, Shooter, FPS"
1389540,Wesprau Senki,"Gotcha Gotcha Games, ゆわか, KADOKAWA",Gotcha Gotcha Games,1,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Japanese",RPG,"RPG, Adventure, Action RPG, JRPG, 2D, Fantasy, War, Turn-Based Tactics, Singleplayer"
542780,Drift GEAR Racing Free,Rock Crow,Rock Crow,74,139,0,"50,000 .. 100,000",31,0,53,0,0,0,0,0,English,"Free to Play, Indie, Racing, Sports","Free to Play, Racing, Indie, Sports, Multiplayer"
874830,School of Horror,OnBlind, OnBlind,12,45,0,"50,000 .. 100,000",0,0,0,0,28,99,72,0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese","Action, Adventure, Indie","Horror, FPS, Exploration, Difficult, 3D, First-Person, Psychological Horror, Action, Zombies, Mystery, Atmospheric, Adventure, Dark, Singleplayer, Indie, Short, GameMaker, Co-op"
805520,The Dwarves of Glistenveld,Nysko Games Ltd.,Nysko Games Ltd.,7,0,0,"50,000 .. 100,000",0,0,0,0,1399,1399,0,0,English,"Adventure, Indie, Strategy, Early Access","Early Access, RTS, 4X, Funny, Fantasy, Underground, Mining, Exploration, Base-Building, 2.5D, Procedural Generation, Lore-Rich, Mythology, Pixel Graphics, Singleplayer, Family Friendly, Strategy, Management, Isometric, Sandbox"
493310,Requiem: Avenging Angel,Cyclone Studios,Ziggurat,65,13,0,"100,000 .. 200,000",0,0,0,0,649,999,35,0,English,Action,"Action, FPS, Shooter, First-Person, Classic, 1990's, Retro, Singleplayer"
644610,Drums Hero PC,"Player Of Music Technology Co.,Ltd","Player Of Music Technology Co.,Ltd",23,11,0,"50,000 .. 100,000",7,0,14,0,499,499,0,0,"English, Simplified Chinese","Action, Casual, Indie, Simulation, Sports, Early Access","Early Access, Indie, Simulation, Casual, Sports, Action, Music, Rhythm"
915540,Aim Master,Sensitivity Elf,HITCLE.COM,31,17,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0,English,Action,"Action, Shooter, FPS, First-Person, Sports"
1045130,Raatihuone,"Kainuu Museum, Kajaani University Of Applied Sciences, Finnish Museum Association, Clever Simulation Entertainment",Clever Simulation Entertainment,7,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Finnish",Adventure,"Adventure, VR"
574440,Ripple Effect,"Well Played Studio, Inc","Well Played Studio, Inc",41,19,0,"50,000 .. 100,000",25,0,27,0,0,0,0,0,English,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy","Free to Play, Action, Adventure, VR, Indie, Simulation, Strategy, Casual, Multiplayer, Hack and Slash, VR Only"
277540,Tales From The Dragon Mountain: The Strix,Cateia Games,Cateia Games,27,42,0,"50,000 .. 100,000",0,0,0,0,199,399,50,0,English,"Adventure, Casual, Indie","Hidden Object, Puzzle, Point & Click, Female Protagonist, 2D, First-Person, Detective, Dragons, Casual, Colorful, Family Friendly, Adventure, Fantasy, Logic, Mythology, Sci-fi, Mystery, Investigation, Escape Room, Indie"
1197520,Familia,"Maui Game Studio, Code Mora","Maui Interactive, LLC",37,1,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0,English,"Adventure, Casual, Indie, RPG","RPGMaker, JRPG, RPG, Party-Based RPG, 2D, Exploration, Dungeon Crawler, Martial Arts, Strategy RPG, Character Customization, Pixel Graphics, Fantasy, Action-Adventure, Ninja, Retro, 1990's, Story Rich, Tactical RPG, Combat, Dragons"
1014270,Plaguepunk Justice,Maris Ozols,Maris Ozols,13,0,0,"50,000 .. 100,000",0,0,0,0,399,999,60,0,"English, German, Russian, Portuguese - Brazil, Latvian","Indie, Strategy","Stealth, Board Game, Hand-drawn, Zombies, Steampunk, Comic Book, Dark, Stylized, Procedural Generation, Atmospheric, Story Rich, Female Protagonist, Strategy, Rogue-lite, Singleplayer, Turn-Based Strategy, Tactical, Isometric, GameMaker, 2D"
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,Kisareth Studios,Kisareth Studios,63,32,0,"50,000 .. 100,000",279,0,228,0,0,0,0,0,English,"Indie, RPG","Indie, RPG, Great Soundtrack, RPGMaker, JRPG, 2D, Turn-Based, Fantasy, Dark Fantasy, Dark, Villain Protagonist, Turn-Based Combat, Retro, Episodic, Dark Humor, Party-Based RPG"
655460,Hooligan Vasja: Halloween,Trident Game Studio,Trident Game Studio,22,50,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Dutch, Polish, Russian, Turkish, Ukrainian","Action, Casual, Indie","Action, Indie, Casual"
573210,Mistwood Heroes,Meepower,Volens Nolens Games,29,23,0,"50,000 .. 100,000",305,0,287,0,39,399,90,0,English,"Action, Adventure, Casual, Indie, RPG","Hack and Slash, Turn-Based, Party-Based RPG, JRPG, RPG, 2D, Top-Down, Historical, Horror, Post-apocalyptic, Psychological Horror, Turn-Based Combat, Action, Casual, Pixel Graphics, Anime, Magic, Medieval, Mystery, Adventure"
1483110,Alien AI,GridSky Software AS,GridSky Software AS,9,7,0,"50,000 .. 100,000",0,0,0,0,499,999,50,0,English,"Adventure, Indie, Simulation","Post-apocalyptic, Sci-fi, Artificial Intelligence, Aliens, Indie, Survival, Cyberpunk, Open World, Adventure, Futuristic, Realistic, Action-Adventure, Third Person, Dystopian , Investigation, Conspiracy, Dark, Walking Simulator, Exploration, Singleplayer"
1464420,Tower,JooGray videogames,JooGray videogames,1,0,0,"0 .. 20,000",0,0,0,0,99,199,50,0,"English, Simplified Chinese, Russian","Action, Adventure","Action, Adventure, Top-Down Shooter, Action-Adventure, Shooter, 3D, Top-Down, Isometric, Stylized, Conspiracy, Capitalism, Crime, Heist, Politics, PvE, Linear, Singleplayer, Gore"
397840,Car Mechanic Manager,InImages,Manager Games S.A.,56,50,0,"50,000 .. 100,000",0,0,0,0,124,499,75,0,"English, French, German, Spanish - Spain, Polish, Russian","Casual, Indie","Casual, Indie, Management"
1886370,Labyrinth,SailingStudio,SailingStudio,3,1,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, Japanese",Indie,"Exploration, Singleplayer, FPS, First-Person, Stealth, Casual, Mythology, Fantasy, Zombies, Atmospheric, Procedural Generation, Survival Horror, Action, Shooter, Hidden Object, Realistic, Voxel, Violent, Indie"
709820,Wasted Pizza,Supine,Supine,44,83,0,"50,000 .. 100,000",5,0,5,0,99,99,0,0,English,"Action, Casual, Indie, Early Access","Action, Indie, Casual, Early Access, Funny, Comedy, Multiplayer, FPS, Arena Shooter, Memes, Massively Multiplayer"
500940,Get The Gems,PSY LABS,PSY LABS,30,5,0,"50,000 .. 100,000",225,0,236,0,149,299,50,0,English,"Action, Casual, Indie","Old School, Casual, Retro, 2D, Puzzle, Exploration, 1980s, Logic, Pixel Graphics, Arcade, Relaxing, Mining, Collectathon, Score Attack, Action, Funny, Grid-Based Movement, Indie, 1990's, Family Friendly"
2052270,AI WAR,DAI LIN TAO,DAI LIN TAO,0,1,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0,English,"Action, Casual, Indie, RPG, Simulation","Action, Simulation, Action-Adventure, Shooter, Automobile Sim, Robots, Wargame, Third-Person Shooter, Superhero, Hero Shooter, 3D, FMV, Realistic, Cinematic, First-Person, Third Person, Aliens, Sniper, Driving, Artificial Intelligence"
1491730,Cosmotronik,Igor Rykhlevskyi,Igor Rykhlevskyi,4,1,0,"50,000 .. 100,000",0,0,0,0,149,599,75,0,"English, Russian","Action, Indie, Early Access","Action, 3D Platformer, Puzzle-Platformer, Runner, Platformer, 3D, Third Person, Space, Choices Matter, Nonlinear, Realistic, Family Friendly, Character Action Game, Military, Physics, Futuristic, Singleplayer, Early Access, Indie"
1161300,The Legend of Crystal Valley,Cateia Games,Cateia Games,4,1,0,"50,000 .. 100,000",0,0,0,0,349,699,50,0,English,"Adventure, Indie","Adventure, Indie, Point & Click, Female Protagonist, Puzzle, 2.5D, Realistic, Third Person, Fantasy, Atmospheric, Detective, Investigation, Magic, Mystery, Old School, Story Rich, Singleplayer, Exploration, Colorful, Sci-fi"
301540,Rhythm Destruction,Curious Panda Games,Curious Panda Games,61,69,0,"50,000 .. 100,000",154,0,221,0,499,499,0,0,English,"Action, Casual, Indie","Indie, Casual, Action, Rhythm, Shoot 'Em Up, Bullet Hell, Music"
322540,Galactic Inheritors,Crispon Games,"Plug In Digital, Argonauts Interactive",37,44,0,"50,000 .. 100,000",125,0,125,0,399,1999,80,0,"English, French, German, Spanish - Spain","Indie, Strategy","Strategy, Space, 4X, Indie, Sci-fi, Grand Strategy"
310450,Steel & Steam: Episode 1,Red Meat Games,Digerati Distribution,31,65,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,RPG,"RPG, RPGMaker, Steampunk, JRPG"
546600,Vanguards,BYU Animation -  Class of 2016,Brigham Young University,63,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Free to Play, Strategy","Free to Play, Strategy, MOBA, Action, Multiplayer"
1526780,Dark Podval,ХаБеБу,Piece Of Voxel,13,7,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"English, Russian","Adventure, Casual, Indie","Casual, Puzzle, Side Scroller, Dungeon Crawler, Horror, 2D, Top-Down, Isometric, Minimalist, Third Person, Atmospheric, Story Rich, Dynamic Narration, Logic, Dark, Mystery, Linear, Grid-Based Movement, Level Editor, Text-Based"
711560,Stone Flower,SharkGame,Garage Games,34,33,0,"50,000 .. 100,000",0,0,0,0,51,199,74,0,English,"Action, Indie","Action, Indie, Pixel Graphics, Female Protagonist"
2161120,Slime Ranger,Cozy Village,Cozy Village,19,0,0,"50,000 .. 100,000",0,0,0,0,139,199,30,0,English,Casual,"Puzzle, Grid-Based Movement, Turn-Based Strategy, Top-Down, Tabletop, Tactical, Strategy, Anime, Cartoon, Cartoony, Colorful, Cute, Pixel Graphics, Stylized, Family Friendly, Fantasy, Turn-Based Combat, Turn-Based Tactics, Funny, Relaxing"
1948930,Ambitious,Puhu,Puhu,2,6,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, Simplified Chinese","Adventure, Indie, RPG","Adventure, Lovecraftian, Thriller, Puzzle, Exploration, Side Scroller, Cartoony, 2D, Horror, Mystery, RPG, Multiple Endings, Singleplayer, Hand-drawn, Psychological Horror, Clicker, Retro, Conspiracy, Detective, Narration"
1276850,Kane's Shadow,Plush Productions LLC,Plush Productions LLC,3,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Casual, Indie","Indie, Casual, Rhythm, Music, Singleplayer"
1464200,Divine Stone,Crooked Road,Piece Of Voxel,12,6,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0,"English, Russian","Action, Indie, Strategy","Strategy, Puzzle, Experimental, Platformer, Stealth, RTS, Interactive Fiction, 2D Platformer, Side Scroller, Puzzle-Platformer, Spelling, Investigation, Real Time Tactics, Cartoony, Hand-drawn, Stylized, Atmospheric, Story Rich, Logic, Detective"
1740180,Bombs Away,Games and Company,Games and Company,1,0,0,"50,000 .. 100,000",0,0,0,0,1199,1199,0,0,English,"Action, Indie","Action, Strategy, Shooter, Arcade, Arena Shooter, Twin Stick Shooter, Top-Down Shooter, 3D, Cartoony, Stylized, Colorful, Funny, Military, Retro, Tactical, Tanks, PvP, Controller, Procedural Generation, Vehicular Combat"
751110,OVERVIEW (A Walk Through The Universe),Orbital Views,Orbital Views,79,28,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0,"English, French, Simplified Chinese, German","Casual, Indie, Simulation","Education, Casual, Exploration, Mars, Science, Space, Nature, Physics, Space Sim, VR, Narration, Simulation, Realistic, Family Friendly, Sci-fi, Atmospheric, Cinematic, Singleplayer, Documentary, Episodic, VR Only"
1382670,FIRE  TRUMP - Air Combat VR,"UG Virtual Reality Technology Co.,Ltd.","UG Virtual Reality Technology Co.,Ltd.",2,1,0,"50,000 .. 100,000",0,0,0,0,149,499,70,0,"English, Russian, Japanese, Simplified Chinese","Adventure, Casual, Indie, Simulation","Casual, Adventure, Flight, Wargame, Shooter, FPS, War, VR, Immersive Sim, Military, Twin Stick Shooter, Combat Racing, Combat, 3D Platformer, 360 Video, Singleplayer, 3D, Simulation, First-Person, Realistic"
1099400,唤境引擎 Evkworld,星飞游戏,星飞游戏,30,15,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,"English, Not supported, Simplified Chinese",Game Development,Game Development
1210770,Battle Team,hsgame,hsgame,24,10,0,"50,000 .. 100,000",0,0,0,0,179,599,70,0,English,"Massively Multiplayer, Early Access","Massively Multiplayer, Early Access, FPS, PvP, Battle Royale, Shooter"
1389190,Rear of Business,2xDal,2xDal,4,4,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0,"English, Turkish, French, Italian, German, Spanish - Spain","Action, Adventure, Casual, Racing, Simulation, Strategy","Simulation, FPS, Action-Adventure, Heist, Life Sim, Inventory Management, Survival, Character Customization, Combat, City Builder, Loot, America, Adventure, Political Sim, Capitalism, Sci-fi, Economy, Arcade, Character Action Game, Management"
461970,Skyreach,Rainbow Goats Studio,Rainbow Goats Studio,70,99,0,"50,000 .. 100,000",19,0,26,0,0,0,0,0,English,"Casual, Free to Play, Indie, Racing","Free to Play, Racing, Indie, Casual, Multiplayer"
215770,Shad'O,Okugi Studio,Okugi Sudio,56,51,0,"50,000 .. 100,000",84,0,100,0,49,499,90,0,"English, French","Action, Indie, Strategy","Indie, Tower Defense, Strategy, Action, Singleplayer"
1391940,DogFight,Range10 Interactive,Range10 Interactive,2,0,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0,English,"Action, Indie","Action, Action RPG, VR, Beat 'em up, Military, Flight, Singleplayer, World War II, Indie, Combat"
