appid,name,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,languages,genres,tags
403640,Dishonored 2,Arkane Studios,Bethesda Softworks,40018,5790,"10,000,000 - 20,000,000",1179,254,634,228,9.99,1371,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Japanese",Action,"Stealth, First-Person, Action, Assassin, Singleplayer, Steampunk, Atmospheric, Story Rich, Female Protagonist, Magic, Parkour, Supernatural, Open World, Adventure, Exploration, Great Soundtrack, Gore, Heist, Dystopian , Immersive Sim"
403900,Clergy Splode,PiGravity,Back To Basics Gaming,203,280,"10,000,000 - 20,000,000",406,0,217,0,9.99,1,English,"Action, Indie","Indie, Action, Arcade"
404410,Endless Sky,Michael Zahniser,Michael Zahniser,4898,428,"10,000,000 - 20,000,000",188,0,55,0,9.99,78,English,"Action, Adventure, Free to Play, RPG, Simulation","Space, Free to Play, Open World, Singleplayer, Sci-fi, Simulation, 2D, Adventure, RPG, Action, Trading, Exploration, Space Sim, Sandbox, Indie, Economy, Top-Down, Strategy, Casual, Story Rich"
405310,LEGO MARVEL's Avengers,"Traveller's Tales, TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",4283,625,"10,000,000 - 20,000,000",1024,246,888,246,9.99,123,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Polish, Portuguese - Brazil, Russian, Arabic, Traditional Chinese","Action, Adventure","LEGO, Open World, Adventure, Superhero, Action, Multiplayer, Comedy, Local Co-Op, Funny, Third Person, Singleplayer, Co-op, Family Friendly, Local Multiplayer, Split Screen, Online Co-Op, Comic Book, Puzzle, Atmospheric, Casual"
405640,Pony Island,Daniel Mullins Games,Daniel Mullins Games,11556,561,"10,000,000 - 20,000,000",238,0,199,0,9.99,34,"English, French, Italian, German, Spanish - Spain, Danish, Turkish, Portuguese, Polish, Dutch, Russian",Indie,"Puzzle, Indie, Psychological Horror, Pixel Graphics, Hacking, Singleplayer, Demons, Horror, Experimental, Dark, Great Soundtrack, Horses, Story Rich, 2D, Funny, Short, Atmospheric, Cute, Memes, Gore"
405900,Disgaea PC,"Nippon Ichi Software, Inc.","NIS America, Inc.",3284,441,"10,000,000 - 20,000,000",629,0,710,0,9.99,59,"English, Japanese, Korean, Traditional Chinese",RPG,"Strategy RPG, JRPG, Anime, Turn-Based, RPG, Comedy, Turn-Based Strategy, Turn-Based Tactics, Tactical RPG, Funny, Tactical, Strategy, Singleplayer, Great Soundtrack, Replay Value, Demons, Pixel Graphics, 2D, Story Rich, Cute"
406970,The Uncertain: Last Quiet Day,New Game Order,New Game order,3939,1096,"10,000,000 - 20,000,000",101,0,92,0,9.99,5,"English, Russian, German, Spanish - Spain, Portuguese - Brazil, French, Italian, Hungarian, Polish","Adventure, Indie","Adventure, Indie, Robots, Atmospheric, Sci-fi, Puzzle, Story Rich, Point & Click, Singleplayer, Cyberpunk, Post-apocalyptic, Episodic, Futuristic, Third Person, Hidden Object, Great Soundtrack, Short, Walking Simulator, Choices Matter, Horror"
407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,5872,3522,"10,000,000 - 20,000,000",275,0,20,0,9.99,20,"English, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Swedish, Thai, Turkish","Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy","Free to Play, Survival, Dinosaurs, Multiplayer, Open World, Action, Adventure, Massively Multiplayer, Early Access, PvP, Dragons, Crafting, RPG, First-Person, Singleplayer, Strategy, Exploration, FPS, Sandbox, Indie"
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,Crows Crows Crows,8340,577,"10,000,000 - 20,000,000",167,0,76,0,9.99,3,"English, German, French, Italian, Spanish - Spain, Polish, Romanian, Russian, Swedish, Turkish","Free to Play, Indie","Free to Play, Comedy, First-Person, Narration, Indie, Walking Simulator, Funny, Short, Singleplayer, Heist, Stealth, Story Rich, Casual, Atmospheric, Experimental, Adventure, Satire, Action, Puzzle, Horror"
409710,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",30224,7844,"10,000,000 - 20,000,000",349,177,172,294,9.99,402,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese","Action, RPG","FPS, Story Rich, Atmospheric, Horror, Singleplayer, First-Person, Action, Dystopian , Shooter, Underwater, Sci-fi, Steampunk, Dark, Remake, RPG, Adventure, Great Soundtrack, Classic, Alternate History, Immersive Sim"
409720,BioShock 2 Remastered,"2K Marin, 2K China, Digital Extremes, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",11141,5332,"10,000,000 - 20,000,000",415,0,181,0,9.99,240,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese","Action, RPG","FPS, Action, Singleplayer, Story Rich, Horror, Atmospheric, Shooter, First-Person, RPG, Sci-fi, Dystopian , Steampunk, Adventure, Underwater, Dark, Great Soundtrack, Alternate History, Multiplayer, Remake, Immersive Sim"
410110,12 is Better Than 6,Ink Stains Games,HypeTrain Digital,4512,810,"10,000,000 - 20,000,000",402,182,289,182,9.99,21,"English, German, Russian, French, Spanish - Spain, Simplified Chinese","Action, Indie","Action, Shooter, Western, Top-Down Shooter, Singleplayer, Indie, Hand-drawn, Atmospheric, 2D, Adventure, Violent, Difficult, Gore, Blood, Great Soundtrack, Arcade, Stylized, Dark Humor, Funny, Top-Down"
410210,Ampersand,PiGravity,Back To Basics Gaming,332,695,"10,000,000 - 20,000,000",441,0,226,0,9.99,0,English,"Indie, Racing","Racing, Indie, Singleplayer, Futuristic"
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,SANDLOT,D3 PUBLISHER,6866,391,"10,000,000 - 20,000,000",1044,49,303,49,9.99,106,"English, Japanese",Action,"Action, Third-Person Shooter, Co-op, Aliens, Online Co-Op, Mechs, Sci-fi, Local Co-Op, Anime, Split Screen, Funny, Multiplayer, Shooter, Robots, Destruction, Difficult, Comedy, Singleplayer, Memes, Gore"
411300,ELEX,Piranha Bytes,THQ Nordic,11824,4047,"10,000,000 - 20,000,000",1094,432,739,432,9.99,674,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Czech, Simplified Chinese","Action, Adventure, RPG","RPG, Open World, Singleplayer, Post-apocalyptic, Sci-fi, Adventure, Fantasy, Action, Third Person, Gothic, Story Rich, Atmospheric, Choices Matter, Difficult, War, Futuristic, Base-Building, Dark Fantasy, Violent, Third-Person Shooter"
412020,Metro Exodus,4A Games,Deep Silver,59412,7727,"10,000,000 - 20,000,000",1277,391,956,467,9.99,1214,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Traditional Chinese, Ukrainian, Japanese",Action,"Post-apocalyptic, FPS, Open World, Story Rich, Atmospheric, Action, Singleplayer, First-Person, Survival, Shooter, Horror, Adventure, Stealth, Exploration, Survival Horror, Great Soundtrack, Violent, Psychological Horror, Gore, Sci-fi"
412170,City of Chains,Astronomic Games,New Reality Games,235,87,"10,000,000 - 20,000,000",719,0,275,0,9.99,0,English,"Adventure, Indie, RPG, Strategy","Indie, RPG, Adventure, RPGMaker, Strategy, Cyberpunk, Dystopian , Sci-fi, Multiple Endings, Choices Matter, 2D, Turn-Based Combat, Great Soundtrack"
412220,DDraceNetwork,DDNet Team,DDNet Team,6129,349,"10,000,000 - 20,000,000",0,0,0,0,9.99,1376,"English, French, German, Spanish - Spain, Dutch, Hungarian, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Italian, Czech, Danish, Norwegian","Action, Free to Play, Indie, Racing","Online Co-Op, 2D Platformer, Precision Platformer, Puzzle-Platformer, Level Editor, 2D, Platformer, Multiplayer, Team-Based, Free to Play, Moddable, Character Customization, Co-op, Racing, Singleplayer, Action, Puzzle, Indie, Colorful, Cartoony"
412470,Metal War Online: Retribution,GDT Limited,GDT Limited,531,408,"10,000,000 - 20,000,000",104,0,137,0,9.99,8,"English, Russian","Action, Free to Play, Massively Multiplayer, Racing, Early Access","Free to Play, Multiplayer, Racing, Action, Early Access, Massively Multiplayer, Shooter, Tanks, Co-op, Open World, FPS, Adventure, PvP, Zombies, Singleplayer, Sandbox, First-Person, Online Co-Op"
412600,Lup,Leo B,Back To Basics Gaming,146,193,"10,000,000 - 20,000,000",259,0,228,0,9.99,1,English,"Action, Indie","Indie, Action, Platformer"
412830,STEINS;GATE,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",11131,290,"10,000,000 - 20,000,000",869,8,737,8,9.99,153,"English, Japanese, Simplified Chinese, Traditional Chinese",Adventure,"Visual Novel, Story Rich, Anime, Time Travel, Sci-fi, Great Soundtrack, Multiple Endings, Choices Matter, Singleplayer, Science, Adventure, Atmospheric, Mystery, Romance, Thriller, Psychological Horror, Memes, Dating Sim, Horror, Casual"
413150,Stardew Valley,ConcernedApe,ConcernedApe,411855,8272,"10,000,000 - 20,000,000",4106,743,1322,914,9.99,22588,"English, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, French, Italian, Hungarian, Korean, Turkish","Indie, RPG, Simulation","Farming Sim, Life Sim, Pixel Graphics, RPG, Multiplayer, Agriculture, Relaxing, Simulation, Crafting, Sandbox, Indie, Building, Singleplayer, Casual, Open World, 2D, Great Soundtrack, Cute, Dating Sim, Fishing"
413410,Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",21059,736,"10,000,000 - 20,000,000",1071,0,871,0,9.99,197,"English, Japanese, Traditional Chinese",Adventure,"Anime, Visual Novel, Mystery, Detective, Story Rich, Great Soundtrack, Singleplayer, Psychological Horror, Adventure, Horror, Dark Comedy, Puzzle, Dark Humor, Point & Click, Funny, Comedy, Exploration, Survival, Action, Memes"
413420,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",17953,614,"10,000,000 - 20,000,000",1297,0,1323,0,9.99,286,"English, Japanese, Traditional Chinese",Adventure,"Anime, Detective, Visual Novel, Mystery, Story Rich, Great Soundtrack, Singleplayer, Psychological Horror, Adventure, Dark Comedy, Horror, Puzzle, Atmospheric, Dark, Comedy, Memes, Mature, Funny, Dating Sim, Walking Simulator"
414340,Hellblade: Senua's Sacrifice,Ninja Theory,Ninja Theory,44506,4137,"10,000,000 - 20,000,000",308,103,253,151,9.99,278,"English, French, Italian, German, Spanish - Spain, Arabic, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish","Action, Adventure, Indie","Atmospheric, Psychological, Story Rich, Female Protagonist, Mythology, Singleplayer, Dark, Adventure, Third Person, Horror, Dark Fantasy, Action, Violent, Indie, Walking Simulator, Hack and Slash, Action-Adventure, Fantasy, Realistic, Blood"
414530,Skyforge,Allods Team,MY.GAMES,2293,1594,"10,000,000 - 20,000,000",627,0,238,0,9.99,99,"English, French, German","Free to Play, Massively Multiplayer, RPG","Free to Play, Massively Multiplayer, RPG, MMORPG, Open World, Character Customization, Action, Adventure, Multiplayer, Sci-fi, Hack and Slash, Action RPG, Co-op, Online Co-Op, Survival, Controller, Battle Royale, Dungeon Crawler, Singleplayer, FPS"
414700,Outlast 2,Red Barrels,Red Barrels,28404,2965,"10,000,000 - 20,000,000",326,44,271,44,9.99,231,"English, French, Italian, German, Spanish - Spain, Russian, Portuguese - Brazil, Japanese, Polish, Simplified Chinese","Action, Adventure, Indie","Horror, Psychological Horror, Survival Horror, First-Person, Gore, Singleplayer, Dark, Atmospheric, Violent, Survival, Mature, Action, Adventure, Nudity, Story Rich, Sexual Content, Parkour, Indie, Multiplayer, FPS"
415200,Motorsport Manager,Playsport Games,SEGA,9587,863,"10,000,000 - 20,000,000",1629,0,1792,0,9.99,1243,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Dutch, Hungarian","Racing, Simulation, Sports, Strategy","Management, Racing, Simulation, Strategy, Sports, Automobile Sim, Singleplayer, Multiplayer, Difficult, Action, Great Soundtrack"
417860,Emily is Away,Kyle Seeley,Kyle Seeley,26786,3453,"10,000,000 - 20,000,000",51,0,42,0,9.99,28,English,"Adventure, Casual, Free to Play, Indie, Simulation","Free to Play, Story Rich, Singleplayer, Choices Matter, Indie, Simulation, Interactive Fiction, Casual, Retro, Choose Your Own Adventure, Visual Novel, Romance, Pixel Graphics, Dating Sim, Short, Text-Based, Adventure, 2D, Funny, Illuminati"
417910,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios,971,709,"10,000,000 - 20,000,000",103,0,92,0,9.99,0,"English, Polish, German, Spanish - Spain, Russian, Simplified Chinese, Turkish","Action, Massively Multiplayer, Simulation, Sports","Fighting, Action, Multiplayer, Sports, Violent, Massively Multiplayer, Simulation, Open World, Free to Play, PvP, Early Access, Co-op, Indie, Funny, Character Customization"
418070,Turbo Pug,"Space Cat Studios, SnowFlame, Back To Basics Gaming",Back To Basics Gaming,3054,306,"10,000,000 - 20,000,000",214,0,218,0,9.99,5,English,"Casual, Indie","Indie, Pixel Graphics, Casual, 2D, Difficult, Side Scroller, Runner, Platformer, Singleplayer, Cute, Memes, Dog, Great Soundtrack"
418240,Shadow Tactics: Blades of the Shogun,Mimimi Games,Daedalic Entertainment,28533,1128,"10,000,000 - 20,000,000",513,52,214,74,9.99,1126,"English, French, German, Spanish - Spain, Japanese, Polish, Russian, Korean, Simplified Chinese, Portuguese - Brazil, Italian, Traditional Chinese, Turkish","Indie, Strategy","Stealth, Strategy, Tactical, Ninja, Real Time Tactics, Indie, Singleplayer, Isometric, Historical, Action, Assassin, RTS, Difficult, Violent, Atmospheric, Third Person, Survival, Adventure, Puzzle, Great Soundtrack"
418340,RWBY: Grimm Eclipse,Rooster Teeth Games,Rooster Teeth Games,9351,2086,"10,000,000 - 20,000,000",604,0,636,0,9.99,5,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese","Action, Adventure, Indie","Action, Hack and Slash, Female Protagonist, Anime, Co-op, Multiplayer, Adventure, Great Soundtrack, Online Co-Op, Indie, Beat 'em up, Third Person, Fighting, Early Access, Spectacle fighter, Cute, Action RPG, Fantasy, Team-Based, Singleplayer"
418370,Resident Evil 7 Biohazard,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",51654,2964,"10,000,000 - 20,000,000",810,35,609,67,9.99,798,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Arabic, Korean, Russian, Simplified Chinese, Traditional Chinese, Polish","Action, Adventure","Horror, Survival Horror, First-Person, Singleplayer, Atmospheric, Zombies, Gore, Psychological Horror, Action, Violent, Adventure, Survival, Puzzle, Story Rich, FPS, Exploration, Multiplayer, Shooter, VR, Classic"
418460,Rising Storm 2: Vietnam,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,41022,6853,"10,000,000 - 20,000,000",2176,433,806,435,9.99,784,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Japanese, Korean, Simplified Chinese, Turkish","Action, Massively Multiplayer, Simulation, Strategy","FPS, War, Realistic, Military, Multiplayer, Shooter, Tactical, Action, First-Person, Historical, Team-Based, Simulation, Gore, Atmospheric, Cold War, Massively Multiplayer, Singleplayer, Violent, Strategy, Indie"
418530,Spelunky 2,"Mossmouth, BlitWorks",Mossmouth,12367,892,"10,000,000 - 20,000,000",1363,44,1025,44,9.99,494,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese","Action, Indie","Platformer, Action Roguelike, 2D Platformer, Perma Death, Rogue-lite, Online Co-Op, Co-op, Difficult, Indie, Replay Value, Procedural Generation, 4 Player Local, PvP, Rogue-like, Local Co-Op, Action, 2D, Side Scroller, Cute, Funny"
420110,NEKOPARA Vol. 2,NEKO WORKs,Sekai Project,11426,321,"10,000,000 - 20,000,000",187,0,165,0,9.99,29,"English, Japanese, Traditional Chinese","Casual, Indie","Anime, Sexual Content, Cute, Nudity, Visual Novel, Dating Sim, Romance, Story Rich, Singleplayer, Great Soundtrack, Hentai, Indie, 2D, Linear, Atmospheric, Cats, Comedy, Female Protagonist, NSFW, Adventure"
420530,OneShot,Future Cat LLC,Degica,23446,457,"10,000,000 - 20,000,000",356,0,386,0,9.99,140,"English, Japanese, French, Spanish - Spain, Portuguese - Brazil, Korean, Simplified Chinese","Adventure, Casual, Indie","Story Rich, Pixel Graphics, Great Soundtrack, Indie, Cute, Atmospheric, Choices Matter, Singleplayer, Puzzle, Adventure, Multiple Endings, RPGMaker, 2D, RPG, Replay Value, Surreal, Exploration, Casual, Psychological Horror, Anime"
420740,The Deed,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, WhisperGames",2231,241,"10,000,000 - 20,000,000",192,0,158,0,9.99,22,"English, Simplified Chinese, Russian, Turkish","Adventure, RPG","RPGMaker, Adventure, RPG, Crime, Detective, Atmospheric, Indie, Singleplayer, Story Rich, Casual, Choices Matter, Mystery, Short, Villain Protagonist, Pixel Graphics, 2D, Simulation, Horror, Dark, Comedy"
420970,RoBoRumble,Metropolis,TopWare Interactive ACE,114,81,"10,000,000 - 20,000,000",351,0,347,0,9.99,0,"English, German","Indie, Strategy","Strategy, Indie, Classic, 1990's"
421020,DiRT 4,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",11087,2998,"10,000,000 - 20,000,000",472,0,222,0,9.99,243,"English, French, Italian, German, Spanish - Spain, Polish, Japanese","Racing, Simulation, Sports","Racing, Simulation, Automobile Sim, Multiplayer, Driving, Sports, Offroad, Realistic, Singleplayer, Arcade, Atmospheric, Action, Open World, Online Co-Op, VR, Difficult, Co-op, Controller, Great Soundtrack, Adventure"
