appid,name,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,languages,genres,tags
383150,Dead Island Definitive Edition,Techland,Deep Silver,10040,2416,"10,000,000 - 20,000,000",458,0,318,0,9.99,268,"English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",Action,"Zombies, Survival, Co-op, Open World, Multiplayer, Action, Gore, Horror, First-Person, FPS, Online Co-Op, Crafting, Singleplayer, RPG, Survival Horror, Adventure, Violent, Nudity, Controller, Female Protagonist"
383580,Flesh Eaters,S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,953,380,"10,000,000 - 20,000,000",224,0,215,0,9.99,1,English,"Action, Adventure, Indie, RPG, Simulation","Indie, Action, Adventure, RPG, Zombies, Simulation, Early Access, Survival, Retro, RTS, Tactical, Real Time Tactics, Top-Down, Sandbox, Pixel Graphics, Survival Horror, Tactical RPG, Strategy, 2D, Horror"
383870,Firewatch,Campo Santo,"Panic, Campo Santo",48366,6419,"10,000,000 - 20,000,000",251,0,234,0,9.99,61,"English, Russian, French, German, Spanish - Spain, Simplified Chinese, Japanese","Adventure, Indie","Adventure, Atmospheric, Walking Simulator, Story Rich, Mystery, First-Person, Singleplayer, Exploration, Open World, Indie, Great Soundtrack, Short, Comedy, Funny, Drama, Colorful, Mature, Thriller, Horror, Casual"
383980,Rivals of Aether,Dan Fornace,Dan Fornace,20395,1049,"10,000,000 - 20,000,000",584,64,242,64,9.99,492,"English, Japanese",Indie,"Fighting, 2D Fighter, Pixel Graphics, Multiplayer, Indie, Local Multiplayer, Competitive, Great Soundtrack, 2D, 4 Player Local, Platformer, Action, Games Workshop, Controller, Arcade, Beat 'em up, Singleplayer, Moddable, GameMaker, Retro"
384180,Prominence Poker,Pipeworks Studios,Pipeworks Studios,4454,756,"10,000,000 - 20,000,000",1100,0,668,0,9.99,206,"English, French, Italian, German, Spanish - Spain","Casual, Free to Play, Massively Multiplayer, Simulation, Strategy","Card Game, Free to Play, Simulation, Multiplayer, Strategy, Gambling, Massively Multiplayer, Atmospheric, Casual, Early Access, Character Customization"
384190,ABZU,Giant Squid,505 Games,20173,1530,"10,000,000 - 20,000,000",207,0,129,0,9.99,11,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese","Action, Adventure, Casual, Indie, Simulation","Relaxing, Atmospheric, Underwater, Exploration, Great Soundtrack, Adventure, Singleplayer, Casual, Colorful, Indie, Beautiful, Fantasy, Family Friendly, Short, Open World, Story Rich, Third Person, Simulation, Walking Simulator, Controller"
384300,CPUCores :: Maximize Your FPS,Smorb Software,Smorb Software,8371,2870,"10,000,000 - 20,000,000",14516,2034,10382,2034,9.99,482,"English, French, German, Polish, Russian, Simplified Chinese, Traditional Chinese, Korean, Italian, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Norwegian, Portuguese, Portuguese - Brazil, Romanian, Swedish, Thai, Turkish, Ukrainian","Design & Illustration, Utilities","Utilities, Software, Gaming, Hardware, FPS, Mod, Singleplayer, Design & Illustration, Indie, Action, Mouse only, Casual, Epic, VR"
385070,Atonement: Scourge of Time,Astronomic Games,New Reality Games,250,107,"10,000,000 - 20,000,000",553,0,307,0,9.99,3,English,"Adventure, Indie, RPG","Indie, RPG, Adventure, RPGMaker, Dark Fantasy, Great Soundtrack"
385760,NBA 2K17,Visual Concepts,2K,4719,4129,"10,000,000 - 20,000,000",8091,91,5213,91,9.99,164,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Traditional Chinese",Sports,"Basketball, Sports, Multiplayer, Simulation, Singleplayer, Realistic, Action, Character Customization, Family Friendly, Great Soundtrack, Controller, Gambling, Nudity, Horror, Psychological Horror"
385770,Time Clickers,Proton Studio Inc,,4257,544,"10,000,000 - 20,000,000",2893,92,302,92,9.99,269,English,"Action, Casual, Free to Play, Indie","Clicker, Free to Play, Casual, Indie, Action, Shooter, Singleplayer, FPS, Time Travel, Multiplayer, Voxel, Strategy, Simulation, First-Person, RPG, Adventure, Relaxing, Tower Defense, Idler, Point & Click"
385800,NEKOPARA Vol. 0,NEKO WORKs,Sekai Project,15524,975,"10,000,000 - 20,000,000",894,0,103,0,9.99,26,"English, Japanese, Traditional Chinese","Casual, Indie","Anime, Nudity, Sexual Content, Visual Novel, Cute, Mature, Singleplayer, Casual, Dating Sim, First-Person, Story Rich, 2D, Hentai, Indie, Romance, Cats, Great Soundtrack, Linear, Funny, Female Protagonist"
386070,Planetary Annihilation: TITANS,Planetary Annihilation Inc,Planetary Annihilation Inc,9795,1838,"10,000,000 - 20,000,000",1126,1,431,1,9.99,203,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Russian, Polish, Dutch","Action, Indie, Strategy","RTS, Strategy, Real Time Tactics, Multiplayer, Singleplayer, Co-op, PvP, Online Co-Op, Sci-fi, Base-Building, Robots, War, Building, Grand Strategy, Space, Indie, Mechs, Destruction, Futuristic, Simulation"
386180,Crossout,Targem Games,Gaijin Distribution KFT,36045,10648,"10,000,000 - 20,000,000",2634,863,270,1279,9.99,3656,"English, Russian, German, Spanish - Spain, Japanese, Thai, French","Action, Free to Play, Massively Multiplayer, Racing","Free to Play, Vehicular Combat, Action, Multiplayer, Racing, Crafting, Building, Automobile Sim, Post-apocalyptic, Shooter, PvP, Massively Multiplayer, Adventure, Destruction, Driving, Third Person, Survival, Atmospheric, MMORPG, PvE"
386360,SMITE,Titan Forge Games,Hi-Rez Studios,75341,18247,"10,000,000 - 20,000,000",2963,510,190,584,9.99,16712,"English, French, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Turkish, Simplified Chinese, Japanese","Action, Free to Play","Free to Play, MOBA, Multiplayer, Action, Third Person, Mythology, Team-Based, Competitive, PvP, Strategy, Co-op, Massively Multiplayer, e-sports, RPG, Adventure, MMORPG, Funny, Casual, Nudity, Survival"
386940,Ultimate Chicken Horse,Clever Endeavour Games,Clever Endeavour Games,23950,897,"10,000,000 - 20,000,000",755,79,276,85,9.99,263,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Czech","Action, Casual, Indie","Multiplayer, Funny, Platformer, Local Multiplayer, Level Editor, Precision Platformer, 4 Player Local, Casual, Online Co-Op, Competitive, Co-op, 2D, Family Friendly, Indie, Cartoony, Parkour, Action, 2D Platformer, Cute, Difficult"
387290,Ori and the Blind Forest: Definitive Edition,Moon Studios GmbH,Xbox Game Studios,47806,2016,"10,000,000 - 20,000,000",431,6,295,6,9.99,437,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Portuguese - Brazil",Action,"Atmospheric, Great Soundtrack, Metroidvania, Platformer, Adventure, Story Rich, Singleplayer, Cute, Action, Difficult, Fantasy, 2D, Indie, Puzzle, Side Scroller, Open World, Controller, Family Friendly, 2.5D, RPG"
387990,Scrap Mechanic,Axolot Games,Axolot Games,74267,6014,"10,000,000 - 20,000,000",2375,0,711,0,9.99,2084,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Russian","Action, Adventure, Indie, Simulation, Early Access","Building, Survival, Sandbox, Open World, Crafting, Physics, Multiplayer, Base-Building, Co-op, Singleplayer, First-Person, Third Person, Adventure, Funny, Simulation, Early Access, Action, Indie, Moddable, Online Co-Op"
388090,Five Nights at Freddy's 4,Scott Cawthon,Scott Cawthon,7495,589,"10,000,000 - 20,000,000",148,0,69,0,9.99,15,English,"Action, Indie, Strategy","Horror, Survival Horror, Singleplayer, Robots, First-Person, Dark, Difficult, Point & Click, Survival, Psychological Horror, Strategy, Indie, Story Rich, Atmospheric, Action, Family Friendly, Simulation, Animation & Modeling, Illuminati, Memes"
388210,Day of the Tentacle Remastered,Double Fine Productions,Double Fine Productions,3373,97,"10,000,000 - 20,000,000",258,0,169,0,9.99,20,"English, French, Italian, German, Spanish - Spain",Adventure,"Point & Click, Adventure, Classic, Comedy, Time Travel, Cartoony, 1990's, Puzzle, Funny, Retro, Cult Classic, Singleplayer, Remake, 2D, Story Rich, Great Soundtrack, Pixel Graphics, Sci-fi, Family Friendly, Indie"
388410,Darksiders II Deathinitive Edition,"Gunfire Games, Vigil Games, THQ Nordic",THQ Nordic,10259,3066,"10,000,000 - 20,000,000",754,4199,251,4199,9.99,161,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Polish, Russian","Action, Adventure, RPG","Action, Hack and Slash, Adventure, RPG, Open World, Singleplayer, Third Person, Fantasy, Story Rich, Puzzle, Great Soundtrack, Action RPG, Dark Fantasy, Parkour, Loot, Gore, Spectacle fighter, Multiplayer, Controller, Metroidvania"
388880,Oxenfree,Night School Studio,Night School Studio,9028,707,"10,000,000 - 20,000,000",481,0,244,0,9.99,16,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese","Adventure, Indie","Story Rich, Choices Matter, Atmospheric, Supernatural, Female Protagonist, Indie, Mystery, Adventure, Horror, Great Soundtrack, Singleplayer, Multiple Endings, Psychological Horror, Thriller, Walking Simulator, Side Scroller, 2.5D, 2D, Short, Lovecraftian"
389430,Knight Online,"Noah System, Mgame",NTTGame,4782,4942,"10,000,000 - 20,000,000",3684,0,134,0,9.99,1651,"English, Turkish","Action, Adventure, Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, Massively Multiplayer, Action, Adventure, PvP, Open World, Multiplayer, RPG, Action-Adventure, War, Strategy, Survival, Action RPG, Character Customization, Casual, Fantasy, Anime, Horror, MOBA"
389460,Robot vs Birds Zombies,yfyx games,yfyx games,32,80,"10,000,000 - 20,000,000",250,0,251,0,9.99,0,English,"Action, Casual, Indie, Simulation","Casual, Action, Indie, Simulation, Point & Click"
389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,9491,2245,"10,000,000 - 20,000,000",181,0,103,0,9.99,46,"English, Italian, Portuguese - Brazil, French, Spanish - Spain, Portuguese, German, Danish, Romanian, Dutch, Swedish, Turkish","Free to Play, Simulation","Free to Play, Multiplayer, Massively Multiplayer, Strategy, 2D, Survival, Funny, Casual, Simulation, Action, PvP, Online Co-Op, Indie, Co-op, Family Friendly, Difficult, Singleplayer, Adventure, Comedy, Illuminati"
389730,TEKKEN 7,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,50396,10583,"10,000,000 - 20,000,000",4006,356,523,658,9.99,5885,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Traditional Chinese","Action, Sports","Fighting, Action, Multiplayer, Competitive, Arcade, Local Multiplayer, Controller, Great Soundtrack, Sports, Singleplayer, e-sports, Character Customization, Difficult, 3D Fighter, Anime, Story Rich, Beat 'em up, Nudity, Third Person, Sexual Content"
390670,Steel Ocean,ICE Entertainment,Changyou.com Limited,3112,1384,"10,000,000 - 20,000,000",273,0,96,0,9.99,4,"English, Simplified Chinese, Russian, Korean, Japanese","Free to Play, Massively Multiplayer, Simulation","Free to Play, Naval Combat, Naval, World War II, Massively Multiplayer, Military, Simulation, War, Multiplayer, Action, Strategy, MOBA, Shooter, Co-op, Tactical, Adventure, Survival, First-Person, Singleplayer, Sandbox"
391070,Stellar 2D,quad games,Back To Basics Gaming,377,590,"10,000,000 - 20,000,000",227,0,226,0,9.99,1,English,"Action, Casual, Indie","Indie, Casual, Action, 2D, Shoot 'Em Up, Space"
391220,Rise of the Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",101590,6608,"10,000,000 - 20,000,000",1748,619,891,780,9.99,1347,"English, French, Italian, German, Spanish - Spain, Dutch, Polish, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Arabic","Action, Adventure","Adventure, Action, Female Protagonist, Singleplayer, Third Person, Exploration, Open World, Action-Adventure, Story Rich, Survival, Puzzle, Stealth, Atmospheric, Third-Person Shooter, Parkour, Shooter, RPG, Great Soundtrack, Quick-Time Events, Multiplayer"
391260,Labyronia RPG,Labyrinthine,Senpai Studios,859,319,"10,000,000 - 20,000,000",216,0,204,0,9.99,0,English,"Action, Adventure, Indie, RPG","RPG, RPGMaker, Adventure, Anime, Action, Indie, 2D, Strategy, Pixel Graphics, Fantasy, JRPG, Singleplayer, Turn-Based, Story Rich, Open World, Retro, Classic, Shooter, Shoot 'Em Up"
391460,WARMODE,Novalink,Novalink,10414,6497,"10,000,000 - 20,000,000",156,0,33,0,9.99,23,"English, Russian, German","Action, Free to Play","Free to Play, FPS, Multiplayer, Shooter, Action, First-Person, Early Access, War, Co-op, Massively Multiplayer, Zombies, Singleplayer, Online Co-Op, Survival, Controller, Open World, Gore, Atmospheric, Adventure, RPG"
391540,Undertale,tobyfox,tobyfox,162136,5722,"10,000,000 - 20,000,000",689,96,251,140,9.99,719,"English, Japanese","Indie, RPG","Great Soundtrack, Story Rich, Choices Matter, Multiple Endings, Funny, Pixel Graphics, RPG, Singleplayer, Indie, Comedy, 2D, Replay Value, Bullet Hell, Cute, Memes, Retro, Dark, Psychological Horror, Dating Sim, Horror"
391720,Layers of Fear,Bloober Team SA,Aspyr,21188,2462,"10,000,000 - 20,000,000",233,34,238,34,9.99,153,"English, Italian, Polish, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Korean","Adventure, Indie","Horror, Psychological Horror, Atmospheric, Walking Simulator, First-Person, Singleplayer, Story Rich, Indie, Adventure, Psychedelic, Dark, Great Soundtrack, Puzzle, Exploration, Mystery, Multiplayer, Lovecraftian, Surreal, Survival Horror, Short"
392110,ENDLESS Space 2,AMPLITUDE Studios,SEGA,15193,3109,"10,000,000 - 20,000,000",1257,572,666,572,9.99,762,"English, French, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Strategy,"Strategy, Space, Sci-fi, 4X, Multiplayer, Turn-Based Strategy, Turn-Based, Grand Strategy, Great Soundtrack, Singleplayer, Action, Open World, War, Atmospheric, Co-op, Sandbox, Moddable, RTS, RPG, Indie"
392160,X4: Foundations,Egosoft,Egosoft,9079,2997,"10,000,000 - 20,000,000",4579,0,4046,0,9.99,2318,"English, German, French, Italian, Simplified Chinese, Portuguese - Brazil, Spanish - Spain, Traditional Chinese, Russian, Korean, Japanese, Spanish - Latin America, Polish","Action, Simulation, Strategy","Space, Simulation, Sandbox, Action, Sci-fi, Open World, Space Sim, Economy, Exploration, Singleplayer, Strategy, Trading, Flight, Building, Management, Crafting, Immersive Sim, First-Person, Lore-Rich, Multiplayer"
393380,Squad,Offworld Industries,Offworld Industries,81712,11027,"10,000,000 - 20,000,000",4784,395,710,322,9.99,3978,English,"Action, Indie, Strategy","Military, FPS, Realistic, Multiplayer, Tactical, Shooter, War, Team-Based, Action, First-Person, Strategy, Simulation, Open World, Co-op, Early Access, Massively Multiplayer, Atmospheric, Walking Simulator, Indie, Singleplayer"
393420,Hurtworld,Bankroll Studios,Bankroll Studios,23282,7226,"10,000,000 - 20,000,000",5737,6,711,6,9.99,407,"English, French, Italian, German, Spanish - Spain, Russian, Turkish, Ukrainian, Czech, Dutch, Polish, Portuguese - Brazil, Swedish, Japanese, Simplified Chinese","Action, Adventure, Simulation","Survival, FPS, Open World, Multiplayer, Open World Survival Craft, Crafting, Building, PvP, Adventure, Sandbox, Action, Early Access, First-Person, Co-op, Shooter, Simulation, Third Person, Singleplayer, Indie, Cartoony"
393530,Insanity Clicker,PlayFlock,PlayFlock,1795,842,"10,000,000 - 20,000,000",1759,0,1143,0,9.99,69,"English, Russian, Simplified Chinese","Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy","Free to Play, Clicker, Horror, Casual, Adventure, RPG, Indie, Simulation, Strategy, Nudity, Multiplayer, Action, Gore, Singleplayer, Psychological Horror, Female Protagonist, Zombies, Co-op, Sexual Content, Memes"
394230,Battleborn,Gearbox Software,2K,5923,3685,"10,000,000 - 20,000,000",336,0,192,0,9.99,0,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese, Russian",Action,"Hero Shooter, FPS, Action, Multiplayer, MOBA, Shooter, Co-op, Free to Play, First-Person, PvP, Comedy, Singleplayer, Class-Based, Sci-fi, Funny, Team-Based, Online Co-Op, Action RPG, Memes, RPG"
394310,Punch Club,Lazy Bear Games,tinyBuild,8236,2063,"10,000,000 - 20,000,000",645,0,492,0,9.99,36,"English, German, Russian, French, Spanish - Spain, Portuguese - Brazil, Italian, Simplified Chinese, Japanese, Polish, Turkish, Czech, Korean","Indie, RPG, Strategy","Time Management, Management, Beat 'em up, 2D Fighter, Boxing, Fighting, Pixel Graphics, RPG, Arcade, Sports, 2D, Choices Matter, Story Rich, Simulation, Funny, Cartoony, Retro, Action, Atmospheric, 1990's"
394360,Hearts of Iron IV,Paradox Development Studio,Paradox Interactive,147006,12823,"10,000,000 - 20,000,000",10596,584,3179,303,9.99,34511,"English, French, German, Polish, Portuguese - Brazil, Russian, Spanish - Spain","Simulation, Strategy","Strategy, World War II, Grand Strategy, Historical, War, Military, Alternate History, Multiplayer, Simulation, Tactical, Real-Time with Pause, RTS, Singleplayer, Diplomacy, Sandbox, Co-op, Great Soundtrack, Open World, Action, Casual"
394510,HELLDIVERS Dive Harder Edition,Arrowhead Game Studios,PlayStation PC LLC,18948,1690,"10,000,000 - 20,000,000",1244,55,689,78,9.99,294,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Swedish, Danish, Finnish, Norwegian, Polish, Portuguese, Portuguese - Brazil, Traditional Chinese, Dutch, Korean, Simplified Chinese, Spanish - Latin America",Action,"Co-op, Online Co-Op, Twin Stick Shooter, Local Co-Op, Top-Down Shooter, Action, Multiplayer, Sci-fi, 4 Player Local, Comedy, Top-Down, Shooter, Funny, Space, Difficult, Strategy, Mechs, Survival, Isometric, Hack and Slash"
394690,Tower Unite,PixelTail Games,PixelTail Games,13594,1565,"10,000,000 - 20,000,000",1609,1254,714,1988,9.99,353,English,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Early Access","Multiplayer, Mini Golf, Casual, Character Customization, Early Access, Massively Multiplayer, Open World, Indie, Funny, Sandbox, Great Soundtrack, Action, Adventure, Racing, FPS, Memes, Zombies, Third Person, Simulation, RPG"
395170,DISTRAINT: Deluxe Edition,Jesse Makkonen,Jesse Makkonen,9444,683,"10,000,000 - 20,000,000",253,0,242,0,9.99,42,"English, Italian, German, French, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Polish, Turkish, Korean, Japanese","Adventure, Casual, Indie","Indie, Horror, Psychological Horror, Pixel Graphics, 2D, Adventure, Story Rich, Atmospheric, Singleplayer, Dark, Puzzle, Psychological, Short, Mystery, Side Scroller, Dark Humor, Emotional, Point & Click, Narration, Gore"
396160,Secret Of Magia,,Senpai Studios,378,410,"10,000,000 - 20,000,000",333,242,237,242,9.99,1,English,,"RPGMaker, Anime, RPG, Indie, Adventure, Action, 2D, Pixel Graphics, Singleplayer, Fantasy, Shoot 'Em Up, Retro, Strategy, Open World"
396750,EVERSPACE,ROCKFISH Games,ROCKFISH Games,7587,1945,"10,000,000 - 20,000,000",655,0,484,0,9.99,73,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japanese, Korean, Traditional Chinese","Action, Indie","Space, Action Roguelike, Action, Indie, Sci-fi, Space Sim, Rogue-lite, Singleplayer, Flight, Shooter, VR, Rogue-like, Survival, 6DOF, Exploration, Difficult, Arcade, Great Soundtrack, Simulation, First-Person"
397060,Faeria,Abrakam Entertainment SA,Versus Evil,5550,1083,"10,000,000 - 20,000,000",331,0,106,0,9.99,70,"English, French, German, Spanish - Spain, Portuguese, Russian, Portuguese - Brazil, Italian, Japanese, Korean, Traditional Chinese, Czech, Simplified Chinese","Adventure, Indie, Massively Multiplayer, RPG, Strategy","Card Game, Strategy, Massively Multiplayer, Multiplayer, Indie, Adventure, RPG, Board Game, Fantasy, Turn-Based, Hex Grid, Singleplayer, Turn-Based Strategy, Trading Card Game, Action, Casual, Early Access, Survival, Anime, Relaxing"
397340,SimplePlanes,"Jundroo, LLC","Jundroo, LLC",7444,597,"10,000,000 - 20,000,000",443,18,103,18,9.99,167,English,"Indie, Simulation","Flight, Exploration, Combat Racing, Sandbox, Physics, Building, Racing, Automobile Sim, Shooter, 3D, Open World, Funny, Controller, Vehicular Combat, Strategy, Simulation, Realistic, Moddable, Action, Destruction"
397540,Borderlands 3,Gearbox Software,2K,76114,14385,"10,000,000 - 20,000,000",2953,1208,1716,1884,9.99,8732,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, RPG","RPG, Action, Looter Shooter, Online Co-Op, FPS, Open World, Multiplayer, Co-op, Loot, Shooter, Co-op Campaign, Singleplayer, Gore, First-Person, Violent, Adventure, Great Soundtrack, Epic, Comedy, Nudity"
397720,Romance of the Three Kingdoms Maker / 三国志ツクール,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",172,92,"10,000,000 - 20,000,000",108,0,7,0,9.99,6,"English, Not supported, Japanese",Simulation,"Simulation, Strategy"
397900,Business Tour - Board Game with Online Multiplayer,Creobit,8Floor,34311,21823,"10,000,000 - 20,000,000",498,90,215,109,9.99,1320,"English, Russian, Turkish, Simplified Chinese, French, Portuguese, Finnish, Portuguese - Brazil, German, Ukrainian, Spanish - Spain, Italian, Hungarian, Japanese, Polish, Thai, Danish, Dutch, Swedish, Korean, Czech, Romanian, Vietnamese","Casual, Free to Play, Indie, Massively Multiplayer, Strategy","Board Game, Free to Play, Multiplayer, Strategy, Casual, Massively Multiplayer, Indie, Co-op, Management, Capitalism, Funny, Family Friendly, Online Co-Op, Singleplayer, Trading, Adventure, Simulation, Tabletop, Psychological Horror, Comedy"
397950,Clustertruck,Landfall,tinyBuild,9744,762,"10,000,000 - 20,000,000",388,128,268,147,9.99,109,English,"Action, Indie","Parkour, Automobile Sim, Action, First-Person, 3D Platformer, Singleplayer, Physics, Indie, Fast-Paced, Difficult, Destruction, Funny, Great Soundtrack, Strategy, Platformer, Casual, Level Editor, Racing, Adventure, Multiplayer"
398710,Timberman,Digital Melody,Forever Entertainment S. A.,9548,592,"10,000,000 - 20,000,000",164,5,150,8,9.99,79,English,"Action, Casual, Indie","Casual, Pixel Graphics, Indie, Multiplayer, Action, 2D, Singleplayer, Arcade, Difficult, Local Multiplayer, Funny, Clicker, Fast-Paced, 4 Player Local"
399790,Destiny Warriors RPG,ninjalex,Senpai Studios,486,517,"10,000,000 - 20,000,000",237,271,245,271,9.99,3,English,"Adventure, Indie, RPG","Anime, RPGMaker, RPG, Adventure, Indie, Pixel Graphics, JRPG, Singleplayer, 2D, Fantasy, Shoot 'Em Up, Great Soundtrack, Action, Platformer, Zombies, Turn-Based, Comedy, Story Rich, Retro, Family Friendly"
399810,Call of Cthulhu,Cyanide Studio,Focus Home Interactive,6575,1833,"10,000,000 - 20,000,000",492,0,462,0,9.99,82,"English, French, Italian, German, Spanish - Spain, Czech, Portuguese - Brazil, Russian, Simplified Chinese, Polish, Japanese, Korean","Adventure, RPG","Lovecraftian, Horror, Psychological Horror, Adventure, Story Rich, Atmospheric, Singleplayer, Detective, RPG, First-Person, Mystery, Narration, Walking Simulator, Dark, Choices Matter, Survival Horror, Stealth, Gore, FPS, Sexual Content"
400040,ShareX,ShareX Team,ShareX Team,3873,179,"10,000,000 - 20,000,000",525,361,17,361,9.99,1019,"English, Turkish, French, German, Spanish - Spain, Dutch, Hungarian, Korean, Portuguese - Brazil, Simplified Chinese, Russian, Italian, Traditional Chinese, Ukrainian","Audio Production, Design & Illustration, Photo Editing, Utilities, Video Production, Web Publishing","Photo Editing, Utilities, Video Production, Free to Play, Software, Design & Illustration, Web Publishing, Audio Production"
400170,The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,NeocoreGames,2250,716,"10,000,000 - 20,000,000",545,0,492,0,9.99,26,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Portuguese, Russian","Action, Adventure, Indie, RPG","RPG, Adventure, Hack and Slash, Action, Action RPG, Indie, Co-op, Loot, Multiplayer, Steampunk, Isometric, Singleplayer, Fantasy, Vampire, Dark Fantasy, Funny, Story Rich, Magic, Gothic, Co-op Campaign"
400630,Wuppo: Definitive Edition,Knuist &amp; Perzik,SOEDESCO,4136,233,"10,000,000 - 20,000,000",358,0,330,0,9.99,11,"English, Korean, Simplified Chinese, Portuguese - Brazil, Polish","Action, Adventure, Indie, RPG","Metroidvania, Platformer, Exploration, 2D Platformer, 2D, Great Soundtrack, Action, Puzzle, Cute, Singleplayer, Funny, Story Rich, Co-op, Score Attack, Family Friendly, Colorful, Difficult, Local Co-Op, Puzzle-Platformer, Hand-drawn"
402180,Sakura Swim Club,Winged Cloud,Winged Cloud,2394,391,"10,000,000 - 20,000,000",124,0,140,0,9.99,2,"English, Japanese","Casual, Indie","Nudity, Anime, Mature, Sexual Content, Visual Novel, Dating Sim, Indie, Casual, Singleplayer, Cute, Hentai, Story Rich, Romance, Memes, 2D, Illuminati, Female Protagonist, Adventure, FPS, Strategy"
402390,Hyperdrive Massacre,34BigThings srl,"34BigThings srl, Digital Tribe",183,149,"10,000,000 - 20,000,000",237,0,243,0,9.99,2,English,"Action, Casual, Indie","Action, Indie, Local Multiplayer, Arcade, Casual, Arena Shooter, 4 Player Local, Space, Shooter, Local Co-Op, Co-op, Sci-fi, Controller, Singleplayer, Colorful, Sports, Strategy, Funny, Great Soundtrack, Futuristic"
402570,Atlas Reactor,Trion Worlds,Trion Worlds,4344,900,"10,000,000 - 20,000,000",244,0,66,0,9.99,1,"English, French, German, Russian, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Korean, Simplified Chinese","Free to Play, Strategy","Free to Play, Multiplayer, Strategy, Turn-Based Tactics, Turn-Based, PvP, Tactical, Online Co-Op, Turn-Based Combat, MOBA, Action, Competitive, Sci-fi, Turn-Based Strategy, Co-op, Funny, Shooter, Singleplayer, Early Access, Survival"
402710,Osiris: New Dawn,Fenix Fire Entertainment,Fenix Fire Entertainment,7775,5016,"10,000,000 - 20,000,000",490,0,340,0,9.99,54,English,"Action, Adventure, Indie, RPG, Early Access","Open World Survival Craft, Horror, Survival, Space, Open World, Multiplayer, Sci-fi, Building, Adventure, Crafting, Sandbox, Early Access, Base-Building, Co-op, Action, Singleplayer, Aliens, RPG, Indie, FPS"
402840,Crusaders of the Lost Idols,Codename Entertainment Inc.,Codename Entertainment Inc.,2305,440,"10,000,000 - 20,000,000",730,0,183,0,9.99,1483,English,"Casual, Free to Play, Indie","Free to Play, Clicker, Casual, Indie, Funny, Singleplayer, Fantasy, 2D, Strategy, Addictive, RPG, Zombies, Idler, Multiplayer, Action"
403190,Planetbase,Madruga Works,Madruga Works,6370,1714,"10,000,000 - 20,000,000",1320,0,1351,0,9.99,169,"English, Spanish - Spain, French, German","Indie, Simulation, Strategy","Colony Sim, City Builder, Base-Building, Space, Strategy, Survival, Simulation, Sci-fi, Resource Management, Singleplayer, Management, Building, Indie, Sandbox, Open World, Space Sim, Crafting, RTS, Atmospheric, Adventure"
403560,Eaten Alive,Space Cat Studios,Back To Basics Gaming,173,314,"10,000,000 - 20,000,000",277,0,238,0,9.99,2,English,Indie,"Indie, Zombies, Pixel Graphics, RPGMaker, Survival, Female Protagonist, Adventure, Point & Click"
